,2023-02-24,2023-02-28,2023-03-04,2023-03-08,2023-03-12,2023-03-16,2023-03-20,2023-03-24,2023-03-28,2023-04-01,2023-04-05,2023-04-09,2023-04-13,2023-04-17,2023-04-21,2023-04-25,2023-04-29,2023-05-03,2023-05-07,2023-05-11,2023-05-15,2023-05-19,2023-05-23,2023-05-27,2023-05-31,2023-06-04
2023-02-24,1.0,1.0041369308296975,1.0053151744786866,1.0046941931236153,1.0065090355986033,1.0120111970937564,1.0117942376865547,1.0128199580587354,1.013531884902268,1.0151023043507348,1.0151569557072246,1.0147014876135403,1.0150103123863417,1.0158185382844764,1.0155109083867098,1.0158832283996277,1.0161277486991003,1.016331560678297,1.0165282621372151,1.018171714994188,1.017970876104941,1.0181948640270928,1.018203805960611,1.0175237373448078,1.0178955752127163,1.0177807137029686
2023-02-28,0,1.0,1.003564922274391,1.0038160498671345,1.0052474666948914,1.0079056496979117,1.0092503482028474,1.0100225603175235,1.0107375276093018,1.011165621536874,1.0102572853579805,1.0100143650856603,1.0104088213717353,1.0112272327661767,1.0110436076589626,1.0116879883410963,1.0117271092129347,1.0120655963193892,1.0119929427745913,1.01475313033736,1.014943377855456,1.0153451821334003,1.0157188513310567,1.0161649245037947,1.0165503652721666,1.0168084902437897
2023-03-04,0,0,0.9999999999999999,1.0014243229622497,1.002295270909825,1.0008586477564612,1.0045539305325326,1.0049451529737297,1.005655960481284,1.0044438296893803,1.002118008201484,1.0021550289764367,1.0026769612527933,1.0035572193761728,1.0035097431756386,1.0045273082037838,1.0042770664405176,1.004801914177632,1.0043460913702082,1.0087372034444877,1.0094773377153445,1.0101370504867566,1.0110410434761932,1.0131229030203963,1.0135466199554197,1.0143486446471524
2023-03-08,0,0,0,0.9999999999999999,1.0007449321629278,0.9986299092802856,1.0025924292578852,1.0029465214083286,1.0036136363847254,1.0021485092527058,0.9996631916827522,0.9998070835638107,1.0003498509485762,1.0012289594553858,1.0012185374701816,1.002279642638997,1.0019853631524138,1.0025406023254122,1.0020231282315608,1.006634506506045,1.007471562060188,1.0081681268643692,1.0091589303740276,1.011505921310959,1.0119259199665138,1.01280933691521
2023-03-12,0,0,0,0,1.0,0.9985856135893114,1.0020272858035064,1.002469713069775,1.0031061239095123,1.0019353925559156,0.9997585522494571,0.9999067741537325,1.0004262300770916,1.001274727724788,1.0012617917656605,1.002248641214269,1.0020055173473466,1.002529890491918,1.0020785501917184,1.0063647775898947,1.0071148142870547,1.0077619307071835,1.008659508670384,1.010717793340947,1.0111190029231634,1.0119006977011733
2023-03-16,0,0,0,0,0,1.0000000000000002,1.0003587802563707,1.001302710198422,1.0018865869535039,1.0026202850927968,1.002252178827032,1.002220833488521,1.0025831797543792,1.0032542020012185,1.0031831173533556,1.003740145222977,1.003824431755364,1.004144618065089,1.0041291034756372,1.0064020103894997,1.0065507301204855,1.0068859677027167,1.0071603990726214,1.0073002542383878,1.0076061242143557,1.007734878982181
2023-03-20,0,0,0,0,0,0,1.0000000000000002,1.000743209895875,1.0012259606113831,1.0008990587220572,0.9997261986330337,1.0000090274365518,1.0004612259031718,1.0011755791472663,1.0012081732970035,1.0019701095554105,1.0018712056481018,1.002314546968585,1.0020462081512835,1.0053337306969987,1.0058621688889877,1.0063614703278772,1.0069964936608564,1.008237537911551,1.008557244856539,1.0090382421118724
2023-03-24,0,0,0,0,0,0,0,0.9999999999999999,1.0004038365504184,1.0003573698641917,0.9995692364206517,0.999948760506305,1.0003784238545754,1.0010286156102037,1.0010986177406174,1.0017805112932843,1.001728568708504,1.0021480910999419,1.0019378370755962,1.0048649264476932,1.0053315107156864,1.0057790875562298,1.006328809602424,1.0073025538683194,1.007583359757083,1.0079605025846516
2023-03-28,0,0,0,0,0,0,0,0,1.0,1.000066297653751,0.9994484334983695,0.9998831520690528,1.0003039045853448,1.0009238162091156,1.0010145006554776,1.0016617024880634,1.001628560349507,1.0020392575321673,1.0018515951174274,1.0046254943558315,1.0050706660350077,1.005496702281622,1.0060130828406935,1.006881622967944,1.007143647257922,1.0074780882411587
2023-04-01,0,0,0,0,0,0,0,0,0,0.9999999999999999,1.0002139233485248,1.0006200609047586,1.000967866262506,1.001449150031873,1.0015717351195792,1.002052692306133,1.0021524953962502,1.0024847047997918,1.002478088119867,1.0043465156578024,1.0045524654804119,1.0048408708552794,1.005083743709661,1.0051125765744249,1.005307240692018,1.0053515360402914
2023-04-05,0,0,0,0,0,0,0,0,0,0,1.0,1.0003807383247527,1.0006528346558765,1.0009754857395017,1.001145940427085,1.0014683557118347,1.001698851077161,1.0019546418411878,1.0021282711043145,1.0030778461163485,1.0030473448427932,1.0031965614822758,1.0031615622470011,1.0023393543871122,1.0024592137251844,1.0022093420725708
2023-04-09,0,0,0,0,0,0,0,0,0,0,0,1.0000000000000002,1.0002728051773986,1.0005651544629304,1.0007719564773785,1.0010867994968908,1.0013140932015305,1.0015759247770406,1.0017426700165628,1.0026556602537,1.0026479923231406,1.0027945665960933,1.0027666021446835,1.0019631565215252,1.0020642291147346,1.0018116443565375
2023-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0.9999999999999999,1.0002601226924523,1.0005006371420704,1.0008011523083877,1.0010310799569146,1.001295123937315,1.0014629736950598,1.0023061382429308,1.0023095786517444,1.0024482033605973,1.0024158542088395,1.0015962057833043,1.0016776686754332,1.0014110070637063
